venue_no,venue_name,review_text
V9,Merchant Taylor's Hall,"My brother and I attended the wedding today, as Florist's for the wedding party.
We were treated fantastically well by ALL the staff that we met, nothing was too much trouble and they made our task a COMPLETE pleasure. 
If this is how they treat the actual wedding party then you will have a unforgettable time.  Many thanks to all the staff for helping us to do our job with ease ."
V9,Merchant Taylor's Hall,"Zara,

Can we thank you and your team at Merchant Taylor’s Hall for all your hard work in making Caroline and Neil’s recent wedding so very special. You, in particular, were able to deal with every question and request in a really professional manner.

Merchant Taylors’ Hall is part of the rich panoply of history and tradition, which makes this great City. All of our guests, and in particular those from abroad, were totally spell bound by the atmosphere, the food and service. 

James was superb in organising the whole operation. To turn the Great Hall from a wedding ceremony hall to a banqueting suite for 110 guests, including flowers, place settings and dance floor in ninety minutes was truly remarkable. 

The food and wine was of an amazing standard, we know that Merchant Taylors’ Hall has a reputation for presenting some of the finest dining in the City of London. You certainly surpassed all expectations.

We have many wonderful memories of the 10th September 2016, but it is best summed up by our daughter Caroline, “Can we do it all over again?”."
V11,Clearwell Castle,"Can’t tell you how wonderful the team were at Clearwell. Our wedding coordinator Phaedra was exceptional. Attention to detail and everyone of the team from front of house, waiting staff, groundsmen and the DJ made our day absolutely everything we dreamed of and unique to us. 

Can’t recommend highly enough and cost was outstanding value for money.

So many our guest commented on the quality of the food and that it was the best wedding they had been too!  The children loved the magic of the castle and opportunity to get outside and see the grounds.

The grooms family had a fabulous time staying in the cottages the night before and our guests at both the Castle & the Wyndham had a fabulous stay on the night of the wedding.

Wish we could do it all again!"
V11,Clearwell Castle,We had our wedding at Clearwell in June and we couldn’t recommend it highly enough. From start to finish everything was perfect and they went above and beyond to ensure we had an amazing day. I’d not hesitate in recommending them to any couples. Just a gorgeous place with staff that really care in making your day all that you hope it will be.
V11,Clearwell Castle,"From the moment we first visited Clearwell, we knew this was the venue for us. From the moment we started planning to the final touches on the day, all the staff were fantastic. Ann, our wedding coordinator, was a delight to work with throughout. Nothing was too much trouble and she kept us updated throughout. The day was tailored exactly to our needs and when we arrived at the venue on the day they had prepared everything perfectly. 

We did the night before package which included rooms and food the evening before. We were supplied with so much food no one went hungry. The rooms in the Wyndham and the Castle are fantastically appointed. 

The venue itself is gorgeous. The cellar bar downstairs adds a whole different dimension to the occasion where you can really let your hair down. 

This was an absolute dream come true venue for us. We loved every single minute."
V11,Clearwell Castle,"I cannot fault this venue at all. We initially had to change our wedding date because of lockdown and they were so supportive and empathetic.
Ann, our coordinator, is quite possibly the loveliest person on the planet. She was always happy to answer any questions and it never felt like we were being a nuisances or asking a silly question.
On the morning of the wedding she was a lovely calm presence and the whole day just ran like clockwork.
The food was out of this world with many guests saying it was the best food they’d had at a wedding and one person actually thought we’d hired a Michellin Chef! 
 The venue is so so beautiful with plenty of space. The downstairs cellar was a great place to party the night away, it was like an exclusive nightclub. There were lots of quieter rooms for people who wanted some peace. 
 The DJ was brilliant, we forgot to give a list of songs we liked but he did a great job of guessing what we liked ( he must’ve looked at our age and figured nineties dance music was our era. And he was bang on the money)
I do not have a single complaint about this venue"
V11,Clearwell Castle,"I cannot speak highly enough about Clearwell Castle as a wedding venue.  The venue itself is absolutely stunning.  It rained on our wedding day but the indoor space was so vast and beautiful that ourselves and our guests still had the most amazing time!  Our wedding co-ordinator, Phaedra, was absolutely incredible, both before and during the wedding.  She was always so professional, replied to all of my emails (there were many) and answered all queries efficiently.  On the day, we genuinely could not have managed without her.  The day flowed so well with her guidance and it really helped me as the Bride as I felt I didn't need to worry about anything! All the other staff at Clearwell and at the Wyndham hotel were also so wonderful! Everyone worked so hard and every member of staff was so kind to us; it just made our day incredibly special and we are so appreciative to them all.  The food was great, service very quick and all the guests really enjoyed it!  We had so many compliments about the staff and venue!  I honestly could not recommend Clearwell castle more as a wedding venue!"
V11,Clearwell Castle,"Our wedding on 10/11/23 was just the absolute perfect day from start to finish. Our wedding planner manager, Hannah, was incredible, not just on the day but throughout the whole planning process. She ensured everything ran smoothly on the day, sparing no details ensuring everything was just perfect and to time but without being stressful. She was very accommodating with the planning meetings working around both mine and my now Husband's shift patterns.
We both stayed the night before our wedding and the night of the wedding with many of our guests travelling a distance so also staying in the Wyndham which was very convenient. Staying in Keepers cottage with the Bridesmaids the night before added to the experience with the added feature of the hot tub, the groomsmen were very jealous. The beds were very comfortable and everyone was excited to stay in a castle.
On the day of the wedding, the staff were very accommodating moving the bridal party along to the bridal suite to finish preparations earlier than originally planned. The breakfast provided was the perfect amount for a busy morning getting ready.   Everything, including the gardens, were immaculately kept adding to the WOW factor of getting married in a Castle. 
The canapes served and welcome drinks were well received by the guests and ourselves whilst we had photographers prior to the wedding breakfast. The food was phenomenal and great portions and I was stuffed after. The staff were very accommodating for us with a lot of people with allergies, dislikes of mushrooms so adapting the menu for these individual people. We were even able to swap out a few bottles of wine included in our package for cocktails as us as the Bride and Groom did not drink wine. 
As soon as we walked in the venue the first time, we knew it was the place we wanted to get married. Everytime we went back to view the venue again I fell more and more in love. For anyone thinking about viewing or even booking this incredible venue I would say do it! We will be going back for events in the future to relive the best day of our lives."
V11,Clearwell Castle,"We got married at Clearwell castle April 2023. What can I say it's the most perfect venue and we had the most amazing day. The organisation was amazing and the staff were great on the day and even leading up to the big day. Phaedra was our wedding planner and communication with her was great throughout and on our wedding day she ensured that it all ran smoothly. I cannot recommend Clearwell castle and their staff enough. Thank you again for helping us have our dream wedding. 
Kind regards

Vanessa & David x"
V11,Clearwell Castle,"We had the most amazing wedding day on the 24th of November 2023, the whole day ran so smoothly and all our guests absolutely loved the venue. The food was amazing and our guests loved the fish and chip buffet in the evening! The whole progress of planning the wedding was so straight forward and Phedera was a great wedding manager."
V11,Clearwell Castle,"Clearwell Castle exceeded all our expectations for our wedding day. The moment we stepped onto the grounds, we were captivated by its timeless charm. The staff, especially Hannah, went above and beyond to make every detail perfect, ensuring a seamless and stress-free experience. The Ball Room, where we exchanged our vows, felt like something out of a storybook. The surrounding gardens provided a stunning backdrop for photos and added to the overall enchantment of the day. Our guests were equally impressed, and many commented on the unique and romantic atmosphere. Choosing Clearwell Castle was the best decision we made for our special day; it truly felt like a fairy-tale come to life."
V11,Clearwell Castle,"We had the perfect wedding at Clearwell Castle, their team were superb in providing planning assistance from the point of our booking, guidance on all aspects of our wedding choices from registrars and suppliers, and coordination on the day of the wedding to make sure it flowed seamlessly.  It was a beautiful day, and we couldn't be happier with our choice of Wedding location."
V13,Dodford Manor - Barn Wedding Venue,"The Dodford Manor Team, 

We just wanted to take this opportunity to express our thanks for making our day so special! From our very first meeting with Abbie where we left feeling that there couldn’t possibly be anywhere else we could get married apart from Dodford Manor to the day itself where Kayleigh made sure it couldn’t have gone any more perfectly than it did. Nothing could have prepared us for simply how amazing our was. 

Every single detail was perfected and you simply brought all our hopes and dreams to life. For someone who finds it very difficult to let go and not be in control you made me feel incredibly relaxed and reassured that everything would be fine (which it most definitely was). Kayleigh went above and beyond and ensured the day ran smoothly, coordinating flawlessly with suppliers, offering words of reassurance including making sure my sister felt confident when singing for the Father Daughter dance. There is a clear passion for shown by Kayleigh for her job and it makes all the difference. 

When reflecting on our day, words will never be enough to show our appreciation and thanks for the phenomenal team at Dodford. We highly recommend the venue and the team they simply are magical and help make dreams come true.

We wish we could do it all over again and can’t wait to share our photos with you when we receive them. 

All our Love and Best Wishes
Mr and Mrs Cole 
(09.04.25)"
V13,Dodford Manor - Barn Wedding Venue,"I got married at Dodford Manor in February this year. A great time was had by all and I will be recommending the venue to any friends planning weddings. 

The weather was bad on the day so we didn’t get to use the outside area very much, but it didn’t matter as the inside is so lovely. 

Sky was really helpful and put me at ease on the day. Questions in the lead up and on the day were answered quickly and I was made to feel like the only bride in the world!"
V13,Dodford Manor - Barn Wedding Venue,"Dodford was the first venue we looked at shortly after we got engaged. The staff were friendly and relaxed when we had a tour, I knew it was the place for us! I think Lydia telling my now husband that we couldn’t have fireworks due to the animals nearby but we could have a fire performer outside, sold the deal for us! I got an amazing fire performer as a surprise for my husband and the guests after we had sparklers, and it just completed an amazing day!
We heard such positive things Dodford about how professional and smooth running weddings have been from our suppliers, and you guys didn’t disappoint. You handled the day so well, we didn’t worry about a thing and just enjoyed ourselves the whole day. 
We honestly had so many lovely messages and conversations after our wedding about how the venue was amazing, everything and everyone was catered for, from my 88 year old Nan, to young children who could play and enjoy the outdoors with a scoop of amazing ice cream. We honestly couldn’t have asked for a better day, we would do it again in a heartbeat if we could! Thank you for making the day so seamless! We are eternally grateful to everyone at Dodford for making our dreams come true becoming Mr and Mrs Price!"
V13,Dodford Manor - Barn Wedding Venue,"Dodford Manor what an incredible venue, from initial enquiry to booking, Dodford and the staff were so accommodating and well organised. Nothing was ever too much trouble, even if emails were being sent at 11pm. The day itself, wow it was absolutely incredible, as our wedding was on a budget and due to small numbers Dodford were amazing at setting out our decorations, everything was absolutely perfect and a special shout out to Kayleigh who was amazing on our wedding day. She kept us on time, always checking we were okay and just such a lovely person and really made our day perfect. Would highly recommend a Dodford to any couple due to be married they make the planning and the day an absolute dream and we want to relive it over again."
V13,Dodford Manor - Barn Wedding Venue,"It goes without saying that Dodford is a fab venue.... stunning set up, well maintained, clean, perfect grounds etc... but the best thing about Dodford is the team! I had super high expectations of any wedding venue I booked as I used to run a wedding venue myself (potential nightmare client 😂).... from the 1st viewing the team were fantastic. Relaxed, stress free, organised, professional, knowledgeable, flexible but mostly importantly friendly which gave me complete confidence in them delivering my perfect day.
In the run up to the big day the team are super responsive on email and phone We didn't meet our Event Manager, Lydia, until the day but I was always confident that they work as a whole team and therefore having 1 point of contact was not necessary at all.
In the day Lydia was amazing! Still relaxed and professional and the whole day ran so smoothly. Every requirement was perfect, on time, delivered exceptionally.
We had the best day, thank you to the whole team (especially Lydia!)
Vic & Tony
."
V13,Dodford Manor - Barn Wedding Venue,"We honestly can’t say thank you enough for how amazing Dodford Manor Barn was, along with all the incredible staff who helped make our day truly unforgettable.

From the moment we visited, we fell in love with the beautiful landscapes, open-plan barns, and stunning large windows that flooded the space with natural light. The venue package was one of the best we saw during our search—it felt like everything we could possibly need was covered.

The team at Dodford Manor Barn were incredibly friendly and supportive throughout the entire planning process. Communication was open and consistent, which made everything feel so much more manageable and stress-free. We were even able to find all of our wonderful vendors through Dodford Manor Barn, which was a huge bonus!

As a bride who suffers from anxiety, I was unwell on the morning of the wedding. But I have to give special thanks to Kayleigh and our vendors, who were absolutely amazing and supported me through every step—they helped me feel calm, cared for, and ready to enjoy the day.

Our guests couldn’t stop talking about how stunning the venue was and how lovely the food turned out. We were also lucky enough to have sunshine all day, topped off with a beautiful sunset in the evening—it truly felt magical.

Thank you again, Dodford Manor Barn, for being such a perfect place to start our next chapter.

With love,
Carter & Emmie (24.03.2025) x"
V13,Dodford Manor - Barn Wedding Venue,"From the moment we booked our wedding at Dodford Manor, we knew we were in good hands—but nothing could have prepared us for just how extraordinary the experience would be. Every single detail was handled with such precision, care, and genuine warmth that it truly felt like a dream come to life.

The venue itself is breathtaking, but what made our day unforgettable was the impeccable service. The entire team operated like a well-oiled machine, making sure everything ran smoothly while keeping the atmosphere joyful and stress-free. Their attention to detail was second to none—no request was too big or too small.

We want to give a heartfelt, special shoutout to *Lydia*, our incredible Wedding Manager. From our first meeting to the final dance, she was nothing short of amazing. Lydia went above and beyond at every turn—anticipating needs before we even voiced them, coordinating flawlessly with suppliers, and offering support with a calming confidence that put us completely at ease, (apart from making me cry the second I saw her! 😂). Her passion for what she does shone through in every interaction, and our day would not have been the same without her.

Thanks to this amazing venue and its phenomenal team (especially Lydia!), we were able to truly enjoy every moment of our wedding, knowing everything was in the best possible hands. If you're considering this venue for your big day—don’t hesitate. It’s everything you hope for, and more.

We want to do it over and over! 
A day we will NEVER forget!! 

Thank you again and all our Love,
Mr & Mr Pargeter-Prince
Rowan & Karl xx"
V13,Dodford Manor - Barn Wedding Venue,"We booked Dodford Manor in Feb 2024 after we viewed the space, for our wedding in March 2025. It was the only venue we viewed, but instantly fell in love with the character and variety of spaces the venue had to offer. The free corkage also really appealed to us as a great way for us to bring our own drinks at a good cost. 

From start to end, the team were amazing, helping us with the planning of the day and making sure we had a great array of suppliers we could work with. The live band was a huge part of our day, and Dodford have a great mixture of acts on their supplier list. 

On the day of the wedding, the groomsmen arrived at the venue to help with set up to see that our amazing event manager, Kayleigh had every single aspect of the day in hand and sorted. She sorted all table settings, decor, stationary - Everything!! Nothing was too much to ask of her and the Dodford team. The day ran impeccably well, with everything being on time and everything we asked for being sorted. Our drinks were served chilled, on time and were always around. It’s easy for venues who offer free corkage to try and limit you drinking your own drink - Not here!! There was constantly beers being topped up, wine bottles replaced and aperol spritz being taken round. Cannot fault them!

The team packed all of our bits away and ready for us to collect the next morning. We are very aware Dodford is a busy venue and wanted to make sure we wasn’t just “another wedding” but at no point was that the case. We felt like we were the one and only wedding and genuinely could not ask for more!

Thank you so so much for everything, Highly recommended!!"
V13,Dodford Manor - Barn Wedding Venue,"We got married her a month ago today and had the most amazing day with them. Jess, Jack and the team made sure that everything ran smoothly and that they were doing everything they could for us on the day. We would 100% recommend them for anyone wishing to marry in such a beautiful setting."
V13,Dodford Manor - Barn Wedding Venue,"We had been apprehensive booking Dodford for our reception that it was so popular in Northamptonshire that our wedding could end up looking the same as a lot of others we knew of, as we're local - but that was a ridiculous thing to worry about! The level of flexibility/customisation you get with Dodford is unmatched in our opinion; as it's such a beautiful venue to start with, you don't have to work hard to make it look good before adding in your personality as a couple! 

The whole process from enquiries to final planning and the execution on the day were great. We did have a slight issue with them not inviting us to a food tasting in enough time before our wedding date (whether they forgot/we were missed off a list we don't know) but when we did raise it they invited us to a tasting at their sister venue instead (it's 2 hours away but we were available to travel thankfully). Every member of staff we encountered in our experience with Dodford were so friendly and make you feel like you are the only couple that matters for them in that moment, which we really appreciated from such a popular/busy venue. Abbie was our Event Manager on the day and provided such an elevated level of service, nothing was too much trouble and she executed our plans/vision to a tee, adding in some extra details that we loved too.

Our wedding was in December 2024, and we only had our reception at Dodford, so the ceremony barn was set up for our drinks reception with plenty of space for guests without it feeling cramped or equally like we were all rattling around in there (we had 75 guests for our reception). They don't have many photos of indoor drinks receptions in their promo so I was a little worried how it would look but the team had it set up beautifully. We also had a brass band on the mezzanine level which was really fun and festive! 

What sold Dodford for us was the no daytime corkage, which meant we could really personalise our drinks reception and wedding breakfast drinks without breaking the bank. There was a slight disconnect with how and when we had requested/planned to serve some of the drinks in our planning meeting and what happened on the day, which we think may have been a slight hiccup in communication between Dodford and Jenkinsons (the caterers), but it didn't have a negative impact on our day at all! 

Overall, there's a reason this is such a popular venue - it is truly perfect!"
V10,Garden Museum,I just wanted to let you know how much I appreciate everything that you did to make our party such a success last Friday.  It was brilliant being outside on such a lovely everning.  Everyone was very impressed with the venue.
V10,Garden Museum,"Thank you for all your help, advice and on-the-day support, it really made our wedding very special and it certianly went off without a hitch!  The Museum looked amazing and the garden was perfect, especially as the sunshine adn the guests wanted to make the most of the beautiful surroundings."
V14,Gosfield Hall,"I never imagined my wedding would be somewhere as stunning as Gosfield hall but from the minute we saw this venue we knew it was the one for us and didn't bother viewing anymore venues as we had already made our minds up about having our wedding here! We were absolutely blown away with the natural  beauty of Gosfield hall and so booked two years in advance of our wedding day! The professionalism and advice we received from Linda was super helpful and informative on the run up to our wedding as there is soo much to think about! We loved that we could have our day and evening all in one place aswell as the option weather permitting to have our wedding ceremony outside. I'm pleased to say the weather was absolutely perfect on our wedding day and we got to have our fairytale wedding outside! The package we paid for was well worth the money! Our guests were absolutely spoilt on our day and have all said it was the best wedding they've ever been too! It was amazing to have our guests stay over aswell! Jocie our wedding planner was absolutely amazing! She was sooo friendly and super accommodating and went above and beyond on our day to make it absolutely perfect with no hiccups! She even helped dress me on the day as she knew how to do up a corset dress and my mother didn't have a clue lol she made all my wedding details and decorations come to life and done such a stunning job decorating our dream venue aswell as being super supportive towards me my family and guests! The honeymoon suite is the best we've ever seen and completely took ours and our guests breaths away! Mind blowing! The food,venue,grounds,accomodation and night before accomodation were absolutely stunning and we  want to thank everyone at Gosfield hall for making our day soo incredible and special and a day we and our guests will never forget! We can't wait to return to Gosfield! Thank you everyone at Gosfield what an amazing place!"
V14,Gosfield Hall,"We had previously experienced Gosfield Hall as a guest before deciding on it for our anniversary.

Our day was beautiful and went according to plan. Our guests all had great feedback about the day. 

The only thing we would have changed would have been more diverse menu for the main meals."
V14,Gosfield Hall,"Gosfield hall is a beautiful location for a wedding and their packages cover all the important stuff! We didn’t have to worry about caterers, wedding coordinator or a DJ - all included! Great service, lovely food and everyone really enjoyed the day!  Our coordinator Jocie was fab on the day, getting everything organised and fetching anything we needed. Couldn’t have asked for better, she knew the time line and the day flowed really smoothly!"
V14,Gosfield Hall,"We got married at Gosfield Hall and everything about it was perfect from when we arrive to view it, booking, the communication and Faye Carter our wedding Coordinator! If you want the best wedding day with no hassle, Gosfield is your place!!"
V14,Gosfield Hall,"Myself and my Wife have just got married at Gosfield Hall,
Our expensive started when we viewed the venue and we first met Linda sales manager, she welcome us in & made us feel at home, we wasn’t sure how, but she made us feel calm like this was where we was meant to be.
Once we looked around at all the venue has to offer we had already made a decision as this is such a stunning location and instantly new this was what we wanted! It was just right for us.

We did not get made to feel pressured to make any decisions immediately however we did end up booking our big say within the next few days after our visit. 

Our next contact was with Ellie our wedding planner, she was very helpful and nothing was ever to much, we enjoyed the food tasting at the venue and was very impressed with the experience, it was out of this world.
Ellie helped us through all of our problems and made sure all of our plans come to life.

Now on our big day, what can I say? The staff were amazing, Ellie couldn’t have done enough every time you wanted to ask a question she was next to us any time we needed something. She was there all the way through the day/ night & even the next morning, Ellie made our day Run seamlessly.
We’ve been to many weddings before but never have we had food as amazing as we did here.
Every guest was amazed at the food quality and commented on how delicious it was! 
Just to sum up if you’re thinking about booking your wedding at Gosfield Hall don’t question it just book it. You will be amazed."
V14,Gosfield Hall,"The venue is stunning and was the perfect setting for our winter wedding (so much natural light even in January). Jocie Golbourn was our assigned wedding planning specialist and she is so kind, sweet, patient and professional. All our guests loved the venue but many actually commented on how flawless and seamless the day was organised and rooms decorated and prepared from each section of the wedding and we only have Jocie and venue staff to thank for their meticulous planning and preparations. The food and drinks were delicious. Couldn’t recommend this venue enough- we actually booked the venue on a whim and were SO happy when we visited for an open day. There’s no false advertisements- it’s stunning."
V14,Gosfield Hall,"Everything, from start to finish, was exactly what we wanted and more. The preparation was helped by our wonderful personal manager, Tara, and accommodated each and every one of our requests and needs. The venue is gorgeous, food delicious, and atmosphere felt special. Our friends and family all told us that this was such a spectacular wedding for them that it was the best they've ever been to. We felt completely taken care of, kept us calm and happy throughout the day, and kept all of our suppliers in place and to standard. It felt glamourous and unique. We wish we could relive the day over and over. It really was our dream wedding."
V14,Gosfield Hall,"We got married in Gosfield Hall in May and had the most amazing wedding day that any couple could ask for.  The whole experience from the arrival the night before to leaving the day after was seamlessly managed by the team at the venue.
The house and the grounds looked absolutely stunning and Ellie and the team did a brilliant job at keeping the day running smoothly without making anyone feel rushed.  Everyone there was immensely friendly and helpful and we really felt that everyone who worked there was invested in making our day feel special.
We fell in love with the venue when we booked it but the whole experience exceeded out expectations so much that we wish we could do it all again!"
V14,Gosfield Hall,"I wanted to take a moment to commend and state our appreciation for Jocie. She truly was phenomenal, approachable and no task was too big.
We had 5 months to plan our wedding and we loved every moment. With us both working in the service industry it was great to have someone who was so switched on and would be an asset to have on any team."
V14,Gosfield Hall,"Having just got married at Gosfield Hall I can honestly say it was the most beautiful venue and the most perfect day. The staff were so attentive and professional. The food was outstanding and the drinks and cocktails were fabulous. They couldn’t do enough to make sure our day was everything we’d dreamt of. I have to say a special thanks to Ellie - one of the wedding coordinators on site - she went above and beyond to help us plan our day and was there from the very moment I woke up delivering fresh pastries for breakfast to the moment she made me a cup of tea to go to bed with. I can’t thank you enough Ellie, you are an absolute credit to Gosfield Hall."
V15,Kingston Estate Totnes,"When I first enquired with Kingston I thought it would be too expensive but we explained what are budget was and when we wanted to get married and they put a quote together that was affordable.
We have just had the most amazing one day wedding which didn't finish until the early hours. We got married in the Long Barn where there are chandeliers running down the middle, it was very romantic. There is this nightclub at Kingston which is very cool which everyone loved.  The guests all said the venue was stunning and the food was out of this world.
 A few of us stayed the night before and most of our guests stayed the night of the wedding in the cottages and barns.   The staff were brilliant and they coordinated the whole day for us. I cant recommend the venue enough."
V15,Kingston Estate Totnes,"We recently had a two day wedding at the Kingston Estate. All our guests were completely blown away by it. 
Most of our friends and family had traveled far for the weekend and were not disappointed when then arrived as the cottages and barns are gorgeous. Some even have hot tubs. 
 Jodie and the Weddings Team organised a welcome party for the first night which was unreal along with providing street style food for everyone around 8.30 pm. At Kingston they have this really cool enormous Yurt and food hut which is used the day before the wedding and for breakfast. 
On the wedding day itself we got married in the Walled Garden and there were endless canapes during the drinks reception. We then decided to eat in the Hayloft Barn which has glass windows overlooking all the gardens. 
We used the clear span marquee for our reception party and had the craziest cover band before we all went into the nightclub until 3 am. The good thing about Kingston is everything is included they let you use things like cake stands, easels, knifes, speakers, microphones, all furniture at no extra cost, they set everything up for you and then clean up afterwards. We didn]t have to do anything which made everything totally stress free. 

Thank you Jodie, Ellie and Charlotte it was insane !!"
V15,Kingston Estate Totnes,"We recently had the most magical wedding at Kingston. From the moment we set foot onto the grounds, we knew it was the perfect place for our special day. It was our first viewing… and nothing else compared for us (we saw a total of 6 venues). What stood out to us the most was the variety of spaces available for each part of the day. The selection of ceremony areas, the beautiful outdoor spots for photos, the yurt for the night before party, and a special one for us… the underground nightclub for the evening! As party lovers, this was a part that sold it for us; there was somewhere for every moment.

One of the things we loved most was the flexibility to personalize every aspect of our wedding. The venue truly felt like a blank canvas that we could transform into our dream setting, but equally, we got away with doing absolutely nothing as it was beautiful all on its own.

But what truly made our experience unforgettable was the incredible staff, led by Jodie. They were not only professional and attentive but also genuinely warm and welcoming. Their support and attention to detail ensured that everything ran smoothly, allowing us to relax and fully enjoy our day.

We're hoping to return and stay in the future, for a special occasion.

It's not just a wedding venue; it's a place that holds a special spot in our hearts as the backdrop to the beginning of our happily ever after 🤍"
V15,Kingston Estate Totnes,"Kingston was perfect. Despite a rainy start, the day was amazing and Jodie was available but subtly in the background allowing the day to be ours."
V15,Kingston Estate Totnes,"After over a two and a half year wait due to Covid, our son and his wife had a wonderful wedding weekend. Jodie from Kingston Estate and her team of staff went above and beyond to ensure the wedding ran smoothly. Every detail was dealt with professionally. The accommodation, venue and food were all excellent and all our guests many from overseas had a wonderful time. The only thing Jodie could not oversee was the weather but even a little rain didn't spoil the celebrations."
V15,Kingston Estate Totnes,The venue and staff were brilliant from start to finish. The venue is really multi-functional and caters for rain or shine. The weather was really unpredictable around the time of our wedding but I was a stress free bride knowing they had it in hand. The food supplier was stunning - we had a weekend package which all the guests raved about. That coupled with the unlimited drinks pages made it the perfect venue for us. A Devon treasure that feels like being on a film set - everyone loved it!
V15,Kingston Estate Totnes,"Such a beautiful venue - we loved it so much. The food was incredible and despite having a changeover of wedding planner close to the wedding day, it had no impact on our day what so ever. The venue are calm and professional and loved their approach to communication which was friendly."
V15,Kingston Estate Totnes,Fell in love with the venue on our first visit. We were particularly looking for a venue which could cater us for 3 days and sleep the majority of the the guests. The grounds were well kept especially the walled garden which is where the ceremony took place. The team were a pleasure and made the day truly special.
V15,Kingston Estate Totnes,"Our 3-day wedding celebrations were spent at the STUNNING Kingston Estate - a truly unique venue that we absolutely fell in love with. It had EVERYTHING we were looking for & more. The grounds are perfectly manicured all year round & come complete with walled garden. The cottages & main house are beautifully decorated, providing luxurious accommodation for 86 of our guests. Sarah & the team were such a pleasure to work with & couldn’t do enough for us. The catering was also top notch. Thank you"
V15,Kingston Estate Totnes,The venue was great we had a few personal health issues beforehand but the team went above and beyond to make the day extra special. The wedding planner organised everything for us and they had plenty of props on site that we were free to use. We had the whole place to ourselves for the weekend it was brilliant and our friends loved the hot tub and pool.
V16,Holmewood Hall,"We were married at Holmewood Hall on 15th February 2025 and I can honestly say that it was the most magical day. We went to visit the venue and instantly fell in love with it but even we were blown away by how beautiful everything looked on the day. All of the staff were amazing - special shoutout to our personal wedding manager, Laura Pike, who was always on hand to answer any questions - she couldn’t do enough for us!  The food was wonderful & we had full control over the menu. Would highly recommend this venue, you won’t regret it!"
V16,Holmewood Hall,"Holmewood Hall was an absolutely perfect wedding venue. The house is stunning, well cared for and beautifully decorated. All of the staff are so friendly and helpful, nothing was too much trouble. Our Wedding Coordinator was fantastic, available from early morning of the wedding and was still there the morning after working for us. The food was excellent, drinks and canapes were amazing and the venue took care of everything for us. We had the most perfect wedding and are so pleased we chose Holmewood Hall. The Gold Room where we had our ceremony is gorgeous. Thank you for giving us a beautiful wedding!"
V16,Holmewood Hall,"I cannot fault this venue at all, the venue itself is breathtakingly beautiful with magnificent rooms and very lovingly maintained grounds. The staff are incredibly friendly, professional and efficient, our wedding coordinator Lee was a pleasure to work with and made our special day run smoothly. If you want a hassle free wedding with breathtaking grounds and the most amazing staff then this is the venue for you."
V16,Holmewood Hall,"Had the most amazing wedding here recently and cannot recommend it enough.

The venue itself is stunning and the options included in the luxe package covered everything we could've possibly wanted and made planning the wedding 100x less stressful. 

The staff were all amazing from start to finish, Katie showed us around initially and then Lee was our personal wedding manager, and they were both incredible throughout. Always on hand to answer any questions and help us through the day once we got there. 
We had so many comments from our guests on how lovely the staff were on the day!

A particular highlight though was the food - the tasting evening was a dream and the chef went above and beyond to provide a full vegan menu for us which wasn't limited to only a couple of options. 
Again, we had so many non-vegan guests complimenting the food and saying how lovely it was!

Overall, an incredible day and an incredible venue. 
Thank you so much to everyone there!"
V16,Holmewood Hall,"This place is simply just amazing 🤩 
We had our wedding here on 17-12-24 and it was everything we dreamed of and more. The food, staff, decor were just perfect not forgetting the most beautiful Christmas tree 😍
Our person wedding planner Lee was an absolute god send not just having him there on the day but always being at the end of a phone to answer any questions or worry’s.
If we could go back and do it all again we would and not change a single thing.
The most perfect day at the most perfect venue ♥️"
V16,Holmewood Hall,Perfect venue for a wedding with guest numbers 60 - 100. Our guests and I moved from each room to a new room throughout the day and every room had a new surprise. The bridal suite was lush and it was great having all our guests staying under one roof. I would 100% recommend this to anyone.
V16,Holmewood Hall,"The wedding day and lead up to the day were fab. However, for the price we paid, we expected a little bit more. 
I opted to use the bridal cottage the evening before for which we paid £450 extra. This is something I now regret, as there was no hot water and we were not able to order any food in as all the take away options were shut (on a Friday night). The hot tub also needed a good clean. So the night before/morning of my wedding was not ideal. I flagged this to the manager who advised that we should have raised the cold water issue as soon as possible, but seeing as we were trying to have morning showers on the wedding day, this did not leave us any time.
Our package included pre-drinks, wine with dinner and we also purchased a cocktail ""cart"" (cocktails on a table) and a bucket of beers. The groom, who is not a wine fan, asked for a beer with his wedding meal and was presented with a contactless card machine to pay for it at the top table. We felt this was a bit unnecessary as there was a full bucket of extra beers outside and it felt a little embarrassing having a card machine presented to us at the top table on our wedding day for one measly Corona, despite the huge amount we had paid.  Also, guests were unknowingly allowed to buy beers from the bar after the meal, despite there being available beers to them already in a bucket next to the bar...
Overall the wedding was lovely, but for the price we paid we expected a bit better. Essentially, I loved the venue, but I wish we had not purchased any extras!"
V16,Holmewood Hall,"We got married at Holmewood Hall on 4th October 2024. From the first moment we stepped into the venue and I saw the magnificent Gold room I knew this would be the perfect place for us to get married. We had the most amazing day which was perfectly coordinated by the whole team at Holmewood but especially so by our personal wedding manager Lee. Lee was always quick to respond to any questions we had in the lead up to the day and nothing was too much trouble for him. 
We honestly wish we could do it all over again as it was a magical day. We would recommend Holmewood Hall to anyone looking for the perfect venue."
